"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"0451455568","McCay, Bill","Stargate: Retribution (Book 3)","Science Fiction & Fantasy : Science Fiction : General","Stargate the Movie series","4.0 Stars","Mass Market Paperback","N","George's Office","$2.95","Roc","October, 1997","1997","296"
"0671742647","McCay, W. A.","Star Trek The Next Generation #21: Chains of Command","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek : The Next Generation","","Mass Market Paperback","Y","","$4.99","Pocket Books","March  1992","1992","278"
"0844226173","McClun, Diana and Nownes, Laura","Quilts! Quilts!! Quilts!!! : The Complete Guide to Quiltmaking","Crafts & Hobbies : Quiltmaking","","4.5 Stars","Paperback","N","Emma's Studio","$24.95","McGraw-Hill","January 11, 1998","1997","192"
"1555913113","McClure, Susan","Culinary Gardens: From Design to Palate","Gardening & Horticulture : Garden Design","","","Hardcover","N","Barroom","$26.56","Fulcrum Pub","September 1997","1997","196"
"0446602841","McConnell, Ashley","Highlander : Scimitar","Science Fiction & Fantasy : Television Series : Fantasy","","","Mass Market Paperback","Y","Books 14","$5.99","Warner Books","February 1996","1996","216"
"0735608776","McConnell, Steve","After the Gold Rush: Creating a True Profession of Software Engineering","Computers & Internet : Business & Culture : General","DV-Best Practices Series","3.5 Stars","Paperback","N","2nd Floor Storeroom","$1.27","Microsoft Press","November 1, 1999","1999","182"
"0735619670","McConnell, Steve","Code Complete, Second Edition","Computers & Internet : Programming : General","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$33.99","Microsoft Press","June 1, 2004","2004","914"
"1556159005","McConnell, Steve","Rapid Development: Taming Wild Software Schedules","Computers & Internet : Business & Culture : Project Management","Code Series","5.0 Stars","Paperback","N","2nd Floor Storeroom","$23.10","Microsoft Press","July 2, 1996","1996","647"
"1572316217","McConnell, Steve C","Software Project Survival Guide","Computers & Internet : Business & Culture : Project Management","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$16.49","Microsoft Press","November 14, 1997","1998","288"
"0941483266","McConnell, Vicki P.","Double Daughter (A Nyla Wade Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press","","1988","196"
"0930044290","McConnell, Vicki P.","Mrs. Porter's Letter (A Nyla Wade Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$7.95","Naiad Press, Incorporated","January  1990","1982","210"
"0930044525","McConnell, Vicki P.","The Burnton Widows (A Nyla Wade Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$7.95","Naiad Press","April 1984","1984","246"
"0684848783","McCourt, Frank","'Tis: A Memoir","Biographies & Memoirs : Arts & Literature : Authors","","4.0 Stars","Hardcover","N","George's Office","$14.49","Scribner","September 21, 1999","1999","367"
"0684874350","McCourt, Frank","Angela's Ashes","Biographies & Memoirs : Arts & Literature : Authors","","4.5 Stars","Hardcover","N","George's Office","$16.38","Scribner","September 5, 1996","1996","364"
"0743243781","McCourt, Frank","Teacher Man: A Memoir","Biographies & Memoirs : Arts & Literature : Authors","","4.0 Stars","Paperback","N","George's Office","$8.49","Scribner","September 19, 2006","2005","258"
"0670804673","McCrum, Robert","The Story of English","Reference : Words & Language : Linguistics","","","Hardcover","N","","$12.50","Viking","","1986","384"
"0880384557","McCrumb, Sharyn","Bimbos of the Death Sun","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","Y","Books 04","$3.00","TSR, Incorporated","April  1987","1988","228"
"0345369068","McCrumb, Sharyn","If Ever I Return, Pretty Peggy-O","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","N","Books 04","$2.98","McMillan Publishing Company","August  1991","1990","316"
"0345360354","McCrumb, Sharyn","Lovely in Her Bones","Mystery & Thrillers : Mystery : Women Sleuths","Elizabeth MacPherson Mysteries","","Mass Market Paperback","N","Books 04","$3.50","The Ballantine Publishing Group","May  1990","1985","221"
"0345345185","McCrumb, Sharyn","Paying the Piper","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","N","Books 04","$2.50","Ballantine Books, Inc.","November  1988","1988","179"
"0451184726","McCrumb, Sharyn","She Walks These Hills","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","N","Books 04","$4.45","Signet","September  1995","1994","447"
"0451197399","McCrumb, Sharyn","The Ballad of Frankie Silver","Mystery & Thrillers : Mystery : American Detectives","","4.0 Stars","Paperback","N","Master Bedroom","$7.99","Signet","May 1, 1999","1998","396"
"0451403703","McCrumb, Sharyn","The Hangman's Beautiful Daughter","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","N","Books 04","$3.50","Onyx","March  1993","1993","381"
"0345382323","McCrumb, Sharyn","The PMS Outlaws : An Elizabeth MacPherson Novel","Mystery & Thrillers : Mystery : Women Sleuths","Elizabeth MacPherson Mysteries","","Mass Market Paperback","N","Books 04","$0.49","Bantam Books","July 31, 2001","2000","312"
"0451184718","McCrumb, Sharyn","The Rosewood Casket","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","N","Books 04","$3.50","Signet","March  1997","1997","426"
"0451202503","McCrumb, Sharyn","The Songcatcher","Literature & Fiction : World Literature : United States : The South","","4.0 Stars","Paperback","N","Books 36","$4.00","Signet","April 2, 2002","2001","398"
"0345379144","McCrumb, Sharyn","Zombies of the Gene Pool","Mystery & Thrillers : Mystery : Women Sleuths : American","","3.5 Stars","Mass Market Paperback","N","Emma's Studio","$1.98","Fawcett","January 23, 1993","1992","216"
"0965087441","McCullough, David","Wars of the Irish Kings","History : Europe : Medieval","","","Hardcover","N","Master Bedroom","$4.93","History Book Club","January 1, 2000","2000","348"
"014015938X","McCullough, David Willis","Point No-Point : A Ziza Todd Mystery","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Paperback","N","Books 10","$4.95","Viking Penguin","March 1993","1992","288"
"0140139427","McCullough, David Willis","Think on Death : A  Ziza Todd Mystery","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Trade Paperback","N","Books 10","$4.95","Viking Penguin","March 1992","1991","257"
"0060968893","McCune, Kelly","Vegetables on the Grill","Cooking, Food & Wine : Techniques","","","Paperback","Y","Barroom","","HarperPerennial","","1992","95"
"","McDaniel, David","The Man From U.N.C.L.E. #04 : The Dagger Affair","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$0.30","Ace Books","","1965","159"
"","McDaniel, David","The Man From U.N.C.L.E. #06 : The Vampire Affair","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$0.30","Ace Books","","1966","159"
"","McDaniel, David","The Man From U.N.C.L.E. #08 : The Monster Wheel Affair","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$0.30","Ace Books","","1967","159"
"","McDaniel, David","The Man From U.N.C.L.E. #13 : The Rainbow Affair","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$0.30","Ace Books","","1967","157"
"","McDaniel, David","The Man From U.N.C.L.E. #15 : The Utopia Affair","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$0.50","Ace Books","","1968","157"
"","McDaniel, David","The Man From U.N.C.L.E. #17 : The Hollow Crown Affair","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$1.50","Ace Books","","1969","156"
"0312979533","McDermid, Val","A Place of Execution","Mystery & Thrillers : Mystery : British Detectives","","4.5 Stars","Paperback","N","Books 02","$6.99","St. Martin's Paperbacks","September 17, 2001","1999","465"
"0006497721","McDermid, Val","Clean Break","Mystery & Thrillers : Mystery : General","","","Mass Market Paperback","N","Books 29","$9.02","HarperCollins","1997","1995","253"
"000783389X","McDermid, Val","Dead Beat","Mystery & Thrillers : Mystery : Women Sleuths : British","","3.5 Stars","Paperback","N","George's Office","£1.75","HarperCollins","2002","1992","275"
"0006498329","McDermid, Val","Starstruck","Mystery & Thrillers : Mystery : General","","","Mass Market Paperback","N","Books 29","$9.02","Acacia Press, Inc.","1999","1998","352"
"0007142846","McDermid, Val","The Distant Echo","Mystery & Thrillers : Thrillers : Suspense","","4.0 Stars","Mass Market Paperback","N","Books 36","$6.99","St. Martin's Paperbacks","August 5, 2004","2003","450"
"0312936915","McDermid, Val","The Last Temptation","Mystery & Thrillers : Mystery : Women Sleuths : American","Dr. Tony Hill & Carol Jordan Mysteries","","Paperback","N","Books 35","$3.99","St. Martin's Paperbacks","March 1, 2005","2002","494"
"0312339194","McDermid, Val","The Torment of Others: A Novel","Mystery & Thrillers : Mystery : British Detectives","","4.5 Stars","Hardcover","N","George's Office","$5.98","St. Martin's Minotaur","April 28, 2005","2004","390"
"0312936923","McDermid, Val","The Wire in the Blood","Mystery & Thrillers : Mystery : British Detectives","Tony Hill and Carol Jordan Series","4.5 Stars","Paperback","N","George's Office","$3.99","St. Martin's Paperbacks","March 1, 2005","1997","510"
"0946846502","McDonald, Frank","The Construction of Dublin","Arts & Photography : Art : Architecture","","4.5 Stars","Hardcover","N","George's Office","£15.00","Gandon Editions","January, 2000","2000","384"
"0345300297","McDonald, Gregory","Buck Passes Flynn","Mystery & Thrillers : Mystery : American Detectives","","","Mass Market Paperback","Y","Books 10","$2.25","Ballantine Books, Inc.","November  1981","1981","216"
"0446909238","McDonald, Gregory","Fletch's Moxie","Mystery & Thrillers : Mystery : American Detectives","","","Mass Market Paperback","Y","Books 10","$2.95","Warner Books","","1982","283"
"0892960868","McDonald, Gregory","Flynn's In","Mystery & Thrillers : Mystery : American Detectives","","","Bookclub Edition","Y","Books 10","","Mysterious Press","","1983","185"
"0966067673","McDonald, Ian","Bruno the Bandit","Comics & Graphic Novels : Comic Strips : General","","","Paperback","Y","Books 19","$12.95","Plan Nine Publishing","November  1, 1999","1999","152"
"1929462220","McDonald, Ian","Bruno: Most Wanted (Bruno the Bandit)","Comics & Graphic Novels : Comic Strips : General","","","Paperback","Y","Books 19","$12.95","Plan Nine Publishing","May 2001","2001","168"
"0749316659","McEldowney, Eugene","A Kind of Homecoming","Mystery & Thrillers : Mystery : General","","","Paperback","N","Books 10","$2.69","Random House","","1994","212"
"0749321741","McEldowney, Eugene","A Stone in the Heart","Mystery & Thrillers : Mystery : General","","","Paperback","N","Books 10","$7.02","Random House Canada","January 1996","1996","215"
"0804810990","McEvoy, Harry K.","Knife Throwing: A Practical Guide","Outdoors & Nature : Hiking & Camping : Instructional","","4.5 Stars","Paperback","N","George's Office","$9.95","Tuttle Publishing","August 15, 2004","1973","107"
"0307387151","McEwan, Ian","Atonement","Literature & Fiction : Genre Fiction : Historical","","4.0 Stars","Paperback","N","George's Office","$8.69","Anchor","November 6, 2007","2001","351"
"0307386171","McEwan, Ian","On Chesil Beach","Literature & Fiction : World Literature : British : 20th Century","","4.0 Stars","Paperback","N","Books 38","$8.99","Anchor","June 10, 2008","2007","203"
"0099469685","McEwan, Ian","Saturday (Uk Edition)","Literature & Fiction : General : Contemporary","","5.0 Stars","Paperback","N","Books 33","E9.99","VINTAGE","","2005","279"
"0596009283","McFarlane, Nigel","Firefox Hacks : Tips & Tools for Next-Generation Web Browsing","Computers & Internet : Web Development : Scripting & Programming : General","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$16.47","O'Reilly Media, Inc.","March 11, 2005","2005","377"
"0571142842","McGahern, John","Amongst women","Literature & Fiction : General : Contemporary : Irish","","","Hardcover","N","Books 21","$7.18","Faber and Faber","","1990","184"
"0571237851","McGahern, John","Creatures of the Earth","Literature & Fiction : World Literature : Ireland","","","Paperback","N","George's Office","","Gardners Books","July 2007","1992","408"
"0571212212","McGahern, John","That They May Face The Rising Sun","Literature & Fiction : World Literature : Ireland","","4.5 Stars","Paperback","N","George's Office","$11.24","Faber","January 1, 2003","2002","314"
"0142004251","McGahern, John","The Barracks","Literature & Fiction : World Literature : Ireland","","5.0 Stars","Paperback","N","Books 33","$1.00","Penguin","December 30, 2003","1963","232"
"0571169481","McGahern, John","The Collected Stories of John McGahern","Literature & Fiction : General : Contemporary : Irish","","5.0 Stars","Paperback","N","George's Office","$3.00","Gardners Books","September 30, 1998","1992","408"
"0571119913","McGahern, John","The Dark","Literature & Fiction : General : Contemporary : Irish","","4.5 Stars","Paperback","N","George's Office","$1.95","Faber","January 1, 1965","1965","191"
"0704333295","McGahern, John","The Pornographer","Literature & Fiction : General : Contemporary : Irish","","4.0 Stars","Paperback","N","George's Office","$1.00","Quartet Books","September 25, 1980","1979","252"
"0671021478","McGarrity, Michael","Hermit's Peak","Mystery & Thrillers : Thrillers : Suspense","Kevin Kerney Novels","4.0 Stars","Mass Market Paperback","N","George's Office","$0.99","Pocket","August 1, 2000","1999","351"
"0230707696","McGilloway, Brian","Gallows Lane","Mystery & Thrillers : Mystery : Irish Detectives","Inspector Devlin Mystery 2","3.0 Stars","Paperback","N","George's Office","UK 3.49","Pan Macmillan","June 17, 2009","2008","321"
"0899190316","McGinley, Patrick","Bogmail","Literature & Fiction : World Literature : British","Joan Kahn Book.","5.0 Stars","Hardcover","N","George's Office","$0.01","Houghton Mifflin","May, 1981","1978","259"
"0486433005","McGregor, Sheila","Traditional Scandinavian Knitting","Crafts & Hobbies : Knitting","","4.0 Stars","Paperback","N","Emma's Studio","$10.17","Dover Publications","August 6, 2004","1984","170"
"0716524635","McGuinne, Dermot","Irish Type Design","Arts & Photography : Graphic Design : Typography","","","Hardcover","N","Books 23","$32.34","Irish Academic Press","December 1991","1992","215"
"0441048862","McIntyre, Vonda N.","Barbary","Science Fiction & Fantasy : Science Fiction : General","","","Paperback","N","Books 16","$1.75","Ace Books","June 1988","1986","183"
"0671495003","McIntyre, Vonda N.","Star Trek III: The Search for Spock","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek","","Mass Market Paperback","Y","","$2.95","Pocket Books","March  1984","1984","297"
"0671625810","McIntyre, Vonda N.","Star Trek: Enterprise: The First Adventure","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek","","Mass Market Paperback","Y","","$3.95","Pocket Books","June  1986","1986","371"
"0671567667","McIntyre, Vonda N.","The Moon and the Sun","Science Fiction & Fantasy : Science Fiction","","","Mass Market Paperback","N","Books 16","$6.99","Pocket Books","September 1998","1997","496"
"020170238X","McKay, Everett N.","Debugging Windows Programs: Strategies, Tools, and Techniques for Visual C++ Programmers","Computers & Internet : Programming : Languages & Tools : C & C++ & C# : General","Developmentor Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$37.31","Addison-Wesley Professional","January 15, 2000","2000","560"
"0735605866","McKay, Everett N.","Developing User Interfaces for Microsoft Windows","Computers & Internet : Usability","Microsoft Programming Series","4.0 Stars","Paperback","N","2nd Floor Storeroom","$8.99","Microsoft Press","April 1, 1999","1999","612"
"0765314118","McKenna, Juliet E.","Southern Fire","Science Fiction & Fantasy : Fantasy : Epic","","4.0 Stars","Hardcover","N","Books 37","$2.00","Tor Books","June 30, 2005","2003","448"
"0465044387","McKenna, Neil","The Secret Life Of Oscar Wilde","Biographies & Memoirs : Arts & Literature : Authors","","5.0 Stars","Hardcover","N","George's Office","$19.77","Basic Books","May 10, 2005","2005","539"
"0743470567","McKinty, Adrian","Dead I Well May Be: A Novel","Mystery & Thrillers : Thrillers : Suspense","","4.0 Stars","Paperback","N","George's Office","$6.99","Pocket","August 31, 2004","2003","367"
"0743499492","McKinty, Adrian","The Bloomsday Dead: A Novel","Mystery & Thrillers : Mystery : Irish Detectives","Dead Trilogy","3.5 Stars","Mass Market Paperback","N","George's Office","$7.99","Pocket Star","December 26, 2007","2007","373"
"0760731365","McKone, Walter","Pilates: Achieving your potential for health, strength, flexibility, and stamina","Health, Mind & Body : Exercise & Fitness : Pilates","","","Unknown Binding","N","George's Office","$0.01","Barnes & Noble","January 1, 2002","2002","96"
"0060585374","McLagan, Jennifer","Bones: Recipes, History, and Lore","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Meats","","4.5 Stars","Hardcover","N","Barroom","$23.07","William Morrow Cookbooks","October 25, 2005","2005","272"
"0671785397","McLaughlin, Michael","Fifty-Two Meat Loaves","Cooking, Food & Wine : General","","","Hardcover","Y","Barroom","","","","1993","144"
"0500680221","McLean, Ruari","The Thames and Hudson Manual of Typography","Arts & Photography : Graphic Design : Typography","","3.0 Stars","Paperback","N","2nd Floor Storeroom","$10.25","Thames & Hudson","April 1, 1992","1980","216"
"0143056034","Mclean, Stuart","Home From The Vinyl Cafe","Literature & Fiction : World Literature : Canada","","","Mass Market Paperback","N","Emma's Studio","C$ 10.99","Penguin Canada","Dec 30 2005","1998","270"
"0789437503","McManners, Hugh","The Complete Wilderness Training Book","Outdoors & Nature : Hiking & Camping : Walking","DK Living Series","4.0 Stars","Paperback","N","George's Office","$10.20","DK ADULT","September 15, 1998","1994","192"
"1562801813","McNab, Claire","Chain Letter (Book 9)","Gay & Lesbian : Mystery & Thrillers : Lesbian","A Detective Inspector Carol Ashton Mystery","5.0 Stars","Paperback","N","Books 36","$4.98","Naiad Pr","November 1997","1997","204"
"0941483843","McNab, Claire","Cop Out (Carol Ashton Mystery #4)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press, Incorporated","June  1990","1991","191"
"1562800272","McNab, Claire","Dead Certain (Carol Ashton Mystery #5)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$9.95","Naiad Press","","1992","203"
"0941483398","McNab, Claire","Death Down Under (Carol Ashton Mystery #3)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press, Incorporated","April  1990","1990","220"
"1562800965","McNab, Claire","Double Bluff (Carol Ashton Mystery #7)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$10.95","Naiad Press","","1995","189"
"0941483401","McNab, Claire","Fatal Reunion (Carol Ashton Mystery #2)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press","","1989","205"
"0941483142","McNab, Claire","Lessons in Murder (Carol Ashton Mystery #1)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press","August 1998","1988","203"
"1562802178","McNab, Claire","Past Due (Book 10)","Gay & Lesbian : Mystery & Thrillers : Lesbian","A Detective Inspector Carol Ashton Mystery","3.0 Stars","Paperback","N","Books 36","$9.42","Naiad Press","October 1998","1998","201"
"0552991317","McNelly, Willis E.","The Dune Encyclopedia","Reference","Dune stories","books.mini.icon.22x22 Stars","Paperback","N","George's Office","","Corgi","October 26, 1984","1984","526"
"0072229799","McPherson, Frank","How To Do Everything with Your Pocket PC, 3rd Edition","Computers & Internet  : Handhelds","How to Do Everything","3.5 Stars","Paperback","N","2nd Floor Storeroom","$16.49","McGraw-Hill Osborne Media","September 17, 2003","2003","474"
"0882669761","McRaven, Charles","Stonework : Techniques and Projects","Home & Garden : How-to & Home Improvements","","","Paperback","N","Barroom","$18.95","Storey Books","October 1997","1997","184"
"","McWilliams, Carey","Prejudice : Japanese-Americans Symbol of Racial Intolerance","Social Sciences : Special Groups : Minority Studies","","","Hardcover","Y","Books 20","$11.66","Archon Books","","1944","337"
"0717141721","McWilliams, David","The Pope's Children","Nonfiction : Social Sciences : Anthropology : Cultural","","","Paperback","N","George's Office","E12.99","Gill & Macmillan","May 2006","2005","300"
"1420100963","Mead, Richelle","Storm Born (Book 1)","Science Fiction & Fantasy : Fantasy : Contemporary","Dark Swan Series","4.5 Stars","Paperback","N","Emma's Studio","$6.29","Zebra","August 1, 2008","2008","374"
"1420100971","Mead, Richelle","Thorn Queen (Book 2)","Science Fiction & Fantasy : Fantasy : Contemporary","Dark Swan Series","4.5 Stars","Paperback","N","Emma's Studio","$4.29","Zebra Books","August 1, 2009","2009","374"
"0671720961","Meier, Shirley","Shadow's Daughter","Fiction & Literature : Fantasy - General","Fifth Millennium Series","","Paperback","N","Books 15","$4.99","Baen Books","November 1991","1991","323"
"0671721437","Meier, Shirley & Stirling, S. M.","Saber & Shadow","Science Fiction & Fantasy : Fantasy","Fifth Millennium Series","","Paperback","N","Books 15","$4.99","Baen Books","November 1992","1992","380"
"0671720473","Meier, Shirley & Stirling, S. M.","The Cage","Science Fiction & Fantasy : Fantasy","Fifth Millennium Series","","Paperback","N","Books 15","$4.50","Baen Books","November 1991","1989","402"
"0671720910","Meier, Shirley; Stirling, S. M. & Wehrstein, Karen","Shadow's Son","Science Fiction & Fantasy : Fantasy","Fifth Millennium Series","","Paperback","N","Books 15","$3.00","Baen Books","December 1991","1991","442"
"0889221952","Meigs, Mary","Lily Briscoe: a Self Portrait","Arts & Photography : Art : Art History : Schools, Periods & Styles : General","","","Paperback","N","Books 25","$8.95","Talonbooks Ltd","January 1994","1981","260"
"0760780641","Melhuish, Simon","Over 70 Murder Mystery Crosswords","Entertainment : Puzzles & Games : Crosswords","","","Paperback","Y","Living Room","$6.98","Barnes & Noble","2006","2001","200"
"1570762244","Mellor, Zoe","50 Baby Bootees to Knit","Crafts & Hobbies : Knitting","","4.0 Stars","Hardcover","N","Emma's Studio","$15.72","Trafalgar Square Publishing","September 2002","2002","126"
"157859071X","Melton, J. Gordon","The Vampire Book: The Encyclopedia of the Undead","Literature & Fiction : Genre Fiction : Encyclopedia","Phenomena Series","4.5 Stars","Paperback","N","George's Office","$5.98","Visible Ink Press","December 1, 1998","1999","919"
"1558602453","Melton, Jim","Understanding the New SQL: A Complete Guide","Computers & Internet : Databases : Specific Databases : SQL : General","Morgan Kaufmann Series","","Paperback","N","Books 26","$44.95","Morgan Kaufmann","October 1, 1992","1993","536"
"1893762130","Melville, Sally","The Knitting Experience: Book 1: The Knit Stitch","Crafts & Hobbies : Knitting","Knitting Experience Series","4.5 Stars","Paperback","Y","Emma's Studio","$17.96","XRX Books","November 1, 2002","2002","162"
"1893762149","Melville, Sally","The Knitting Experience: Book 2: The Purl Stitch","Crafts & Hobbies : Knitting","Knitting Experience Series","4.5 Stars","Paperback","N","Emma's Studio","$17.96","XRX Books","October 1, 2003","2003","184"
"1933064021","Melville, Sally","The Knitting Experience: Book 3: Color","Crafts & Hobbies : Knitting","Knitting Experience Series","4.0 Stars","Paperback","N","Emma's Studio","$17.00","Xrx Books","November 1, 2005","2005","246"
"0136938221","Menasce, Daniel","Capacity Planning for Web Performance: Metrics, Models, and Methods","Computers & Internet : Computer Science : Software Engineering : Methodology","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$16.00","Prentice Hall PTR","May 1, 1998","1998","321"
"0130863289","Menasce, Daniel A. & Almeida, Virgilio A. F.","Scaling for E-Business: Technologies, Models, Performance, and Capacity Planning","Computers & Internet : Programming : Performance/Optimization","","5.0 Stars","Hardcover","N","2nd Floor Storeroom","$43.88","Prentice Hall PTR","May 15, 2000","2000","449"
"0723234574","Menchini, Pat","The Beatrix Potter Knitting Book","Crafts & Hobbies : Knitting","","","Hardcover","N","Emma's Studio","$11.00","Viking Pr","February 1, 1988","1987","128"
"0517534460","Mercatante, Anthony S.","Who's Who in Egyptian Mythology","Literature & Fiction : World Literature : Mythology : Egyptian","","","Trade Paperback","N","","$5.95","Clarkson N. Potter","","1978","231"
"","Mercier, Vivian (editor)","Great Irish Short Stories","Literature & Fiction : General : Contemporary : Irish","","","Paperback","N","George's Office","$0.01","Dell","","1964","384"
"9986340241","Merkiene, Irena Regina","Gloves of Lithuania Minor","Crafts & Hobbies : Knitting","","","Hardcover","N","Emma's Studio","$15.00","Vilnius","1998","1998","212"
"0671814664","Merriam-Webster","The Merriam-Webster Thesaurus","Reference","","","Paperback","Y","Dining Room","$1.95","Pocket Books","","1978","634"
"0131495054","Meszaros, Gerard","xUnit Test Patterns: Refactoring Test Code","Computers & Internet : Software Testing","The Addison-Wesley Signature Series","4.5 Stars","Hardcover","N","2nd Floor Storeroom","$54.99","Addison-Wesley Professional","May 21, 2007","2007","944"
"0971162700","Metter, Ellen","Cheerfully Childless: The Humor Book for Those Who Hesitate to Procreate","Entertainment : Humor : General","","3.5 Stars","Paperback","Y","Emma's Studio","$8.75","Browser Pr","November 2001","2001","76"
"0135510945","Metzger, Philip W.","Managing Programming People: A Personal View","Computers & Internet : Business & Culture : Project Management","","books.mini.icon.22x22 Stars","Hardcover","N","2nd Floor Storeroom","$0.01","Prentice Hall","April 1, 1987","1987","157"
"0596005253","Meyer, Eric A.","Cascading Style Sheets: The Definitive Guide, 2nd Edition","Computers & Internet : Web Development : HTML, Graphics, & Design : HTML & CSS","Definitive Guides","4.0 Stars","Paperback","N","2nd Floor Storeroom","$26.37","O'Reilly Media, Inc.","January 1, 2004","2004","507"
"073571245X","Meyer, Eric A.","Eric Meyer on CSS: Mastering the Language of Web Design","Computers & Internet : Web Development : HTML, Graphics, & Design : HTML & CSS","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$34.65","New Riders Press","June 28, 2002","2003","352"
"0345254112","Meyer, Nicholas","The West End Horror","Mystery & Thrillers : Mystery : Sherlockia","","","Paperback","N","George's Office","$1.95","Ballantine Books","","1976","192"
"0471348139","Meyer, Peter","Getting Started in Computer Consulting","Business & Investing Books : Careers : Entrepreneurship","","4.5 Stars","Paperback","N","George's Office","$16.47","Wiley","December 1, 1999","2000","258"
"0201924889","Meyers, Scott","Effective C++: 50 Specific Ways to Improve Your Programs and Design (2nd Edition)","Computers & Internet : General","Professional Computing Series","5.0 Stars","Paperback","N","2nd Floor Storeroom","$34.98","Addison-Wesley Professional","September 2, 1997","1997","256"
"0201749629","Meyers, Scott","Effective STL: 50 Specific Ways to Improve Your Use of the Standard Template Library","Computers & Internet : General","Professional Computing Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$39.99","Addison-Wesley Professional","June 6, 2001","2001","260"
"020163371X","Meyers, Scott","More Effective C++: 35 New Ways to Improve Your Programs and Designs","Computers & Internet : Programming : Languages & Tools : C & C++ & C# : General","Professional Computing Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$25.95","Addison-Wesley Professional","December 29, 1995","1996","318"
"0060187514","Mezrich, Ben","Reaper","Mystery & Thrillers : Thrillers : Suspense","","","Advance Reader's Proof","N","George's Office","","HarperCollins","","1998","342"
"042512892X","Michaels, Barbara","Into the Darkness","Mystery & Thrillers : Mystery : General","","","Mass Market Paperback","N","George's Office","$5.50","Berkley Publishing Group","August  1991","1990","323"
"","Microsoft","Using Microsoft PhotoDraw 2000 Version 2","Computers & Internet : Applications : Training","","","Paperback","N","2nd Floor Storeroom","$0.01","Microsoft","","1998","165"
"1572318902","Microsoft Corporation","The Microsoft Manual of Style for Technical Publications (2nd Edition)","Reference : Writing : Technical","","4.5 Stars","Paperback","N","George's Office","$2.40","Microsoft Press","May 1, 1998","1998","336"
"0345464028","Mieville, China","Iron Council","Science Fiction & Fantasy : Science Fiction : General","","4.0 Stars","Hardcover","N","Books 37","$4.98","Del Rey","July 27, 2004","2004","564"
"0312890729","Mieville, China","King Rat","Science Fiction & Fantasy : Fantasy : Contemporary","","4.0 Stars","Trade Paperback","N","Books 29","$7.48","Tor Books","October 6, 2000","1998","320"
"0330392891","Mieville, China","Perdido Street Station","Science Fiction & Fantasy : Fantasy","","4.5 Stars","Paperback","N","George's Office","UK7.99","Pan MacMillan","January 31, 2001","2000","867"
